"","Variables","Estimate","Std..Error","t.value","Pr...t..","Estimate.2011","Std..Error.2011","t.value.2011","Pr...t...2011","Estimate.2013","Std..Error.2013","t.value.2013","Pr...t...2013","Estimate.2015","Std..Error.2015","t.value.2015","Pr...t...2015","Estimate.2017","Std..Error.2017","t.value.2017","Pr...t...2017","Estimate.hypertention_aware","Std..Error.hypertention_aware","t.value.hypertention_aware","Pr...t...hypertention_aware"
"69","htn_awareYes",3.08655462818191,0.456553224901818,6.76055815583313,1.49525173138588e-11,2.56186652209466,0.750128702524219,3.41523596347381,0.000653343150431357,2.30375937327434,0.529668370601835,4.34943731047541,1.44749135071898e-05,4.44354651640624,1.05921528651506,4.19513065283077,2.90618677955189e-05,3.94511437335709,1.01693845562652,3.87940327315734,0.000107116410474377,NA,NA,NA,NA
"70","bp_med_alphaYes",NA,NA,NA,NA,-0.470459056606556,0.748773507815834,-0.628306225708867,0.529893818770441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","bp_med_ccb_ndhYes",NA,NA,NA,NA,0.190648639585025,0.573178381080875,0.332616591758935,0.739467674690394,NA,NA,NA,NA,NA,NA,NA,NA,-0.374262840330331,0.442116943371399,-0.846524535966342,0.397332276500735,NA,NA,NA,NA
"72","cc_cvd_miYes",NA,NA,NA,NA,0.280671209875146,0.338415604064359,0.829368405310793,0.407020779562431,0.420288052507024,0.441578105511644,0.951786438822749,0.341343195531282,NA,NA,NA,NA,-0.601958705149422,0.292449156612465,-2.05833626645434,0.0396498782498926,NA,NA,NA,NA
"73","cc_cvd_strokeYes",NA,NA,NA,NA,0.410943287267753,0.400713771848924,1.02552823520796,0.305270394738799,0.532234133643442,0.457264838858543,1.16395158432046,0.244610094036575,NA,NA,NA,NA,NA,NA,NA,NA,0.842093537614591,0.692966626945331,1.21520071078549,0.224337372905513
"74","DMDCITZN",NA,NA,NA,NA,0.380187488815722,0.445712555835084,0.852988061113526,0.393794721924024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","DMDMARTL",NA,NA,NA,NA,0.0230212474626871,0.0636707882773655,0.361566867405518,0.717723889143497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","INDHHIN2",NA,NA,NA,NA,-0.00037538428893524,0.0435281674035073,-0.00862393965395825,0.993120261574624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","FSDAD2",NA,NA,NA,NA,1.01336557819303,0.372579243889656,2.71986589379935,0.00660212045901699,NA,NA,NA,NA,NA,NA,NA,NA,-0.351056467530868,0.283548351085885,-1.23808326229531,0.215788617244041,-0.0283907482419298,0.157493787330299,-0.180265829676113,0.856949969037435
"78","FSDAD3",NA,NA,NA,NA,0.747421050908943,0.351000985794185,2.12939872296314,0.0333749269561022,NA,NA,NA,NA,NA,NA,NA,NA,0.0284325977442237,0.265497402869092,0.107091811207822,0.914723788430674,0.154533175371087,0.154057647793121,1.0030866859567,0.315859495788331
"79","FSDAD4",NA,NA,NA,NA,0.851075790889163,0.346211861917423,2.45825139027778,0.0140677940319562,NA,NA,NA,NA,NA,NA,NA,NA,-0.281114706529847,0.291105100551782,-0.965681144016376,0.334286857418735,0.0190792237193656,0.197764332731341,0.0964745434925536,0.923146913559926
"80","avg_DR1TCARB",NA,NA,NA,NA,-0.0035403658835822,0.00157260605772991,-2.25127320741267,0.0245046520782496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000200265485069094,0.000641775640478008,0.31204905957467,0.755014084206972
"81","avg_DR1TVB2",NA,NA,NA,NA,0.385215192870991,0.177502437319357,2.17019663892234,0.0301399471636128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","avg_DR1TFF",NA,NA,NA,NA,-0.000337782280138166,0.00109027790986008,-0.309813009218463,0.756743858760518,NA,NA,NA,NA,NA,NA,NA,NA,-0.000306608747251365,0.00107965123661564,-0.283988696398372,0.776439966258578,NA,NA,NA,NA
"83","avg_DR1TVB12",NA,NA,NA,NA,0.0173630300834553,0.0283968883772433,0.611441290777821,0.54099510241591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","avg_DR1TSODI",NA,NA,NA,NA,-0.000148501839784066,0.000104780728899588,-1.41726290076085,0.156602487248477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","avg_DR1TS120",NA,NA,NA,NA,0.0663362831365367,0.109257322968568,0.607156402281802,0.543834032419917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00836633419501752,0.0371218000114561,0.225375229445652,0.82169505690362
"86","avg_DR1TM201",NA,NA,NA,NA,-0.995190434816029,0.676531575664975,-1.47101845739844,0.141484494796541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","avg_DR1TM221",NA,NA,NA,NA,2.40632679509456,0.900592523768157,2.67193734301311,0.0076186863083298,0.267757584170975,1.101603245081,0.243061724233835,0.807987467670774,NA,NA,NA,NA,NA,NA,NA,NA,-0.0619835459381273,0.539031781249636,-0.114990522069832,0.908456482969071
"88","avg_DR1TP205",NA,NA,NA,NA,-0.00415908978649586,1.71501360073664,-0.00242510600773628,0.998065352237038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579610401594992,0.949512471349668,0.610429477320203,0.54160047037655
"89","avg_DR1_300",NA,NA,NA,NA,-0.059405825356379,0.192400612441148,-0.308761103214004,0.757543811028491,NA,NA,NA,NA,-0.335775955487866,0.250629777103519,-1.33972889960788,0.180560313486782,NA,NA,NA,NA,NA,NA,NA,NA
"90","avg_DR1_320Z",NA,NA,NA,NA,-0.000493439505855067,0.000211025038826819,-2.33829837728411,0.0194954784389524,NA,NA,NA,NA,0.000229127764430959,0.000119889470696853,1.9111583619409,0.0561970802449505,NA,NA,NA,NA,NA,NA,NA,NA
"91","avg_DR1_330Z",NA,NA,NA,NA,0.00028939640199508,0.000157838753753061,1.83349396212188,0.0669164584740727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","cc_cvd_ascvdYes",NA,NA,NA,NA,NA,NA,NA,NA,-0.573619375442022,0.634402360075172,-0.904188589988934,0.366025978428973,NA,NA,NA,NA,NA,NA,NA,NA,-0.13927813543041,0.833567484921138,-0.167086814145092,0.867307372534322
"93","avg_DR1TACAR",NA,NA,NA,NA,NA,NA,NA,NA,-0.00045167316404375,0.000137609343246674,-3.28228558749893,0.00105097390025451,NA,NA,NA,NA,2.28581257682348e-05,0.00015412460764313,0.148309384969608,0.882109250454516,-4.16745248472506e-05,3.79783793006296e-05,-1.09732236116141,0.272544542574202
"94","avg_DR1TCHL",NA,NA,NA,NA,NA,NA,NA,NA,0.000375997502393391,0.000612465032378376,0.613908521329431,0.539359493382558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","cc_cvd_chdYes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498668919607488,0.535791764551959,0.930714043401705,0.352168894569745,NA,NA,NA,NA,1.1328943135377,0.68741168115288,1.6480579899918,0.0993931393299124
"96","HIQ270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.75021223664149,0.516114518543284,-1.45357708354909,0.146297397110857,0.364358076104788,0.265413152489738,1.37279585690041,0.169925364309266,-0.250866459768896,0.165143989108901,-1.51907714669207,0.128795776125985
"97","avg_DR1TP225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.51555229266939,4.55483175888123,-1.21092338524137,0.226137974727638,NA,NA,NA,NA,NA,NA,NA,NA
"98","avg_DR1TMFAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.108819800197691,0.140797159025761,-0.772883493890533,0.439656338653426,NA,NA,NA,NA
"99","avg_DR1TVARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000389985501743246,0.000629003376162359,0.620005418925736,0.535304492106349,NA,NA,NA,NA
"100","avg_DR1TVB6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00680821171025493,0.0573844217002528,-0.118642159466511,0.905567343018798,NA,NA,NA,NA
"101","avg_DR1TP182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00219807984733153,0.0137920809905519,0.159372602933328,0.873386776391235,NA,NA,NA,NA
"102","avg_DR1TLYCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53399221978068e-05,6.46559534377234e-06,2.37254597329266,0.0176973171485803
"103","avg_DR1TFA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000443640560362662,0.0003520485255093,-1.26016877849682,0.207657499838678
"104","avg_DR1TVC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000164177643042597,0.00070538949292971,0.232747502887681,0.815965420088684
"105","avg_DR1TPHOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.76421983264689e-05,0.000128960130655905,-0.524520237242577,0.599936128294182
"106","avg_DR1TS160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00570155540097858,0.00965576301128541,-0.590482118742429,0.554889713109907
"107","avg_DR1TP226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.350558519594068,0.499948714178503,-0.701188961291944,0.483212295419813
